country,latitude,longitude,postcode,countryCodeAlpha2,countryCodeAlpha3
USA,49.032,8.3426,09360,US,USA
USA,53.9908,-1.5373,09468,US,USA
USA,24.6877,46.7218,09648,US,USA
USA,50.8504,4.3488,09714,US,USA
USA,18.3,42.7333,09809,US,USA
USA,39.9086,41.2769,09818,US,USA
USA,35.1753,33.3642,09836,US,USA
USA,37.381,38.4573,09838,US,USA
USA,37.9795,23.7162,09842,US,USA
USA,24.6877,46.7218,09873,US,USA
USA,24.6877,46.7218,09875,US,USA
USA,15.15,120.5833,96434,US,USA
USA,32.464,-86.4597,36068,US,USA
USA,34.734,-86.5229,35898,US,USA
USA,30.6589,-88.178,36689,US,USA
USA,32.2334,-86.2085,36102,US,USA
USA,32.2334,-86.2085,36125,US,USA
USA,33.2098,-87.5692,35486,US,USA
USA,33.7079,-87.0875,35038,US,USA
USA,33.629,-91.791,71656,US,USA
USA,34.4542,-90.7684,72369,US,USA
USA,35.4231,-93.0544,72812,US,USA
USA,34.7621,-92.2282,72214,US,USA
USA,31.5545,-110.3037,85671,US,USA
USA,33.4484,-112.074,85064,US,USA
USA,33.4353,-112.2979,85329,US,USA
USA,32.2217,-110.9265,85740,US,USA
USA,37.8313,-122.2852,94662,US,USA
USA,38.1144,-120.4538,95229,US,USA
USA,37.9358,-122.3477,94802,US,USA
USA,38.9039,-119.995,96151,US,USA
USA,36.7464,-119.6397,93707,US,USA
USA,34.005,-118.8101,90264,US,USA
USA,33.9022,-118.0817,90652,US,USA
USA,33.7866,-118.2987,90711,US,USA
USA,34.2264,-118.0662,91023,US,USA
USA,34.2011,-118.5365,91337,US,USA
USA,34.1808,-118.309,91508,US,USA
USA,34.1808,-118.309,91522,US,USA
USA,34.1722,-118.379,91618,US,USA
USA,33.6042,-117.7154,92654,US,USA
USA,33.6222,-117.9235,92659,US,USA
USA,33.8753,-117.5664,92878,US,USA
USA,38.5816,-121.4944,94273,US,USA
USA,38.5816,-121.4944,94295,US,USA
USA,38.5816,-121.4944,94296,US,USA
USA,38.5816,-121.4933,95894,US,USA
USA,34.0633,-117.6509,91758,US,USA
USA,32.7948,-116.9625,92022,US,USA
USA,33.2553,-116.5664,92143,US,USA
USA,32.7153,-117.1573,92160,US,USA
USA,34.4208,-119.6982,93140,US,USA
USA,39.439,-76.5921,21094,US,USA
USA,38.9806,-77.1008,20811,US,USA
USA,39.0993,-76.8483,20709,US,USA
USA,38.9779,-77.0075,20913,US,USA
USA,39.6425,-77.6372,21721,US,USA
USA,39.2933,-76.6238,21290,US,USA
USA,47.2389,-68.5839,04744,US,USA
USA,43.857,-70.1031,04034,US,USA
USA,42.9779,-83.7131,48552,US,USA
USA,43.3639,-84.8362,48830,US,USA
USA,42.7325,-84.5587,48930,US,USA
USA,42.7035,-84.5365,48951,US,USA
USA,44.2665,-83.5192,48764,US,USA
USA,42.2917,-85.5872,49005,US,USA
USA,43.372,-86.4237,49463,US,USA
USA,42.6061,-83.2976,48007,US,USA
USA,42.2048,-83.4852,48112,US,USA
USA,42.3314,-83.0458,48268,US,USA
USA,46.8172,-95.8453,56502,US,USA
USA,45.6917,-94.0563,56333,US,USA
USA,36.9404,-92.9528,72643,US,USA
USA,39.1562,-94.4797,64162,US,USA
USA,38.5767,-92.1735,65107,US,USA
USA,38.5767,-92.1735,65110,US,USA
USA,39.0997,-94.5786,64171,US,USA
USA,38.2489,-90.4835,63065,US,USA
USA,38.6273,-90.1979,63169,US,USA
USA,31.4706,-91.4044,39121,US,USA
USA,32.3415,-90.3218,39058,US,USA
USA,34.6863,-90.1068,38602,US,USA
USA,46.4452,-108.5418,59073,US,USA
USA,47.0366,-108.5968,59084,US,USA
USA,36.2404,-80.2934,27094,US,USA
USA,36.0323,-80.3962,27102,US,USA
USA,36.0999,-80.2442,27113,US,USA
USA,36.0275,-80.2073,27150,US,USA
USA,36.0726,-79.792,27402,US,USA
USA,36.0726,-79.792,27411,US,USA
USA,35.7192,-80.8991,28010,US,USA
USA,35.4676,-79.1653,27237,US,USA
USA,35.7387,-82.0595,28737,US,USA
USA,35.26,-80.8042,28201,US,USA
USA,35.26,-80.8042,28221,US,USA
USA,35.26,-80.8042,28229,US,USA
USA,35.2275,-80.8425,28246,US,USA
USA,35.26,-80.8042,28297,US,USA
USA,47.9253,-97.0329,58207,US,USA
USA,39.2732,-75.095,08315,US,USA
USA,40.7673,-74.2049,07019,US,USA
USA,40.7279,-74.078,07395,US,USA
USA,40.42,-74.9886,08556,US,USA
USA,40.5764,-74.8311,08885,US,USA
USA,40.0008,-74.2493,08754,US,USA
USA,35.0443,-106.6729,87187,US,USA
USA,35.0443,-106.6729,87192,US,USA
USA,35.0443,-106.6729,87195,US,USA
USA,40.4233,-104.7091,80633,US,USA
USA,41.0265,-73.6285,06836,US,USA
USA,41.7918,-72.7188,06140,US,USA
USA,41.7918,-72.7188,06150,US,USA
USA,41.7638,-72.673,06183,US,USA
USA,41.3082,-72.9282,06507,US,USA
USA,41.5582,-73.0515,06720,US,USA
USA,41.3997,-72.0904,06349,US,USA
USA,38.8966,-77.0117,20208,US,USA
USA,38.8933,-77.0146,20229,US,USA
USA,38.8933,-77.0146,20370,US,USA
USA,38.8764,-77.0188,20460,US,USA
USA,38.8933,-77.0146,20468,US,USA
USA,38.8933,-77.0146,20470,US,USA
USA,38.8951,-77.0369,20528,US,USA
USA,38.8933,-77.0146,20543,US,USA
USA,38.9008,-77.0345,20577,US,USA
USA,39.157,-75.5294,19906,US,USA
USA,39.5645,-75.597,19712,US,USA
USA,25.9812,-80.1484,33008,US,USA
USA,26.1223,-80.1434,33348,US,USA
USA,30.3449,-81.6831,32245,US,USA
USA,30.4778,-84.0228,32337,US,USA
USA,30.5451,-83.8713,32345,US,USA
USA,30.4383,-84.2807,32302,US,USA
USA,25.7743,-80.1937,33257,US,USA
USA,28.0395,-81.9498,33804,US,USA
USA,27.1675,-82.381,34284,US,USA
USA,29.2108,-81.0228,32120,US,USA
USA,33.0846,-83.238,31059,US,USA
USA,32.8407,-83.6324,31202,US,USA
USA,31.9714,-81.0716,31421,US,USA
USA,33.8913,-84.0746,31145,US,USA
USA,33.8444,-84.4741,31126,US,USA
USA,33.9792,-84.1263,30029,US,USA
USA,33.9595,-84.105,30099,US,USA
USA,30.8366,-83.9788,31799,US,USA
USA,21.3278,-157.8294,96811,US,USA
USA,21.3072,-157.8465,96823,US,USA
USA,42.0794,-91.5992,52407,US,USA
USA,42.0794,-91.5992,52498,US,USA
USA,41.6727,-93.5722,50329,US,USA
USA,41.6727,-93.5722,50393,US,USA
USA,41.6727,-93.5722,50395,US,USA
USA,42.0235,-93.6408,50013,US,USA
USA,42.733,-93.7352,50526,US,USA
USA,42.1164,-87.8121,60082,US,USA
USA,41.8119,-87.6873,60668,US,USA
USA,41.8119,-87.6873,60699,US,USA
USA,42.3228,-87.6101,60011,US,USA
USA,41.4991,-89.0219,61371,US,USA
USA,41.5203,-90.5416,61299,US,USA
USA,41.0938,-85.0707,46852,US,USA
USA,39.292,-85.4918,47261,US,USA
USA,38.4137,-87.0009,47545,US,USA
USA,38.2284,-87.412,47647,US,USA
USA,39.7795,-86.1328,46247,US,USA
USA,40.6683,-86.1378,46971,US,USA
USA,39.1732,-86.5015,47402,US,USA
USA,39.1116,-85.2551,47039,US,USA
USA,38.6581,-94.8521,66036,US,USA
USA,37.735,-87.3317,42334,US,USA
USA,38.0283,-84.4715,40522,US,USA
USA,38.189,-85.6768,40252,US,USA
USA,37.1376,-84.1156,40742,US,USA
USA,43.4718,-73.6393,12820,US,USA
USA,40.3572,-81.6436,43803,US,USA
USA,40.3513,-81.8736,43828,US,USA
USA,39.969,-83.0114,43218,US,USA
USA,39.1668,-84.5382,45269,US,USA
USA,39.7589,-84.1916,45412,US,USA
USA,39.7505,-84.2686,45413,US,USA
USA,39.7505,-84.2686,45448,US,USA
USA,40.2842,-84.1555,45367,US,USA
USA,40.7824,-81.3712,44701,US,USA
USA,34.2939,-97.0339,73436,US,USA
USA,35.2685,-95.2994,74440,US,USA
USA,35.5514,-97.4075,73146,US,USA
USA,36.1398,-96.0297,74157,US,USA
USA,36.1398,-96.0297,74169,US,USA
USA,43.1135,-123.4181,97432,US,USA
USA,40.4344,-80.0248,15230,US,USA
USA,40.3494,-75.0676,18934,US,USA
USA,39.9321,-79.6522,15465,US,USA
USA,41.4019,-75.6376,18501,US,USA
USA,40.0185,-76.2976,17605,US,USA
USA,40.2904,-75.4355,18958,US,USA
USA,40.2759,-75.4618,19478,US,USA
USA,40.1929,-75.3576,19490,US,USA
USA,39.9502,-75.1636,19110,US,USA
USA,40.0018,-75.1179,19185,US,USA
USA,40.9387,-76.988,17883,US,USA
USA,40.216,-79.4872,15674,US,USA
USA,41.824,-71.4128,02940,US,USA
USA,33.0241,-81.2258,29846,US,USA
USA,34.5975,-82.7568,29677,US,USA
USA,33.2735,-81.247,29813,US,USA
USA,34.0416,-79.6933,29504,US,USA
USA,35.0074,-80.9451,29716,US,USA
USA,45.5896,-98.352,57402,US,USA
USA,36.106,-84.1958,37831,US,USA
USA,36.1866,-86.7852,37232,US,USA
USA,35.2886,-89.488,38010,US,USA
USA,35.0456,-85.3097,37414,US,USA
USA,35.9901,-83.9622,37928,US,USA
USA,35.2017,-89.9715,38166,US,USA
USA,36.5484,-82.5618,37662,US,USA
USA,36.2081,-86.2911,37088,US,USA
USA,29.4375,-98.4616,78278,US,USA
USA,30.3863,-96.5633,77863,US,USA
USA,26.2447,-97.7206,78551,US,USA
USA,33.0198,-96.6989,75086,US,USA
USA,32.7673,-96.7776,75313,US,USA
USA,32.7673,-96.7776,75359,US,USA
USA,36.9312,-76.2397,23515,US,USA
USA,37.5494,-77.4512,23284,US,USA
USA,36.7461,-76.6653,23439,US,USA
USA,44.4567,-72.0157,05863,US,USA
USA,44.2595,-72.585,05620,US,USA
USA,46.0715,-122.8648,98609,US,USA
USA,47.1666,-122.5089,98496,US,USA
USA,47.6536,-117.4317,99219,US,USA
USA,48.7596,-122.4882,98227,US,USA
USA,43.0696,-89.4239,53778,US,USA
USA,43.0696,-89.4239,53782,US,USA
USA,42.7483,-88.3079,53138,US,USA
USA,43.1789,-88.1173,53052,US,USA
USA,38.4192,-82.4452,25723,US,USA
USA,38.4134,-82.2774,25771,US,USA
USA,38.4134,-82.2774,25779,US,USA
USA,38.3498,-81.6326,25323,US,USA
USA,38.3498,-81.6326,25328,US,USA
USA,39.6746,-80.035,26546,US,USA
USA,38.8993,-80.2269,26219,US,USA
USA,43.4799,-110.7624,83002,US,USA
USA,50.0494,10.2217,09033,US,USA
USA,49.4759,10.9886,09068,US,USA
USA,50.4339,8.6712,09077,US,USA
USA,50.5106,10.3187,09112,US,USA
USA,49.1399,9.2205,09176,US,USA
USA,50.0099,8.2829,09202,US,USA
USA,48.6884,9.1677,09359,US,USA
USA,52.0933,1.3204,09405,US,USA
USA,40.8522,14.2681,09620,US,USA
USA,32.3302,-64.74,09727,US,USA
USA,24.6877,46.7218,09855,US,USA
USA,24.6877,46.7218,09881,US,USA
USA,24.6877,46.7218,09883,US,USA
USA,35.8703,128.5911,96212,US,USA
USA,19.7542,-155.5858,96558,US,USA
USA,32.7673,-96.7776,75367,US,USA
USA,31.7587,-106.4869,79943,US,USA
USA,31.7587,-106.4869,79953,US,USA
USA,31.6948,-106.3,88520,US,USA
USA,31.6948,-106.3,88557,US,USA
USA,30.6075,-95.9579,77875,US,USA
USA,29.834,-95.4342,77233,US,USA
USA,29.834,-95.4342,77238,US,USA
USA,29.834,-95.4342,77240,US,USA
USA,29.6911,-95.2091,77501,US,USA
USA,32.554,-94.2394,75688,US,USA
USA,33.61,-101.8213,79430,US,USA
USA,33.5779,-101.8552,79453,US,USA
USA,31.5475,-97.1443,76702,US,USA
USA,31.5536,-97.2032,76715,US,USA
USA,31.6427,-94.4141,75958,US,USA
USA,35.4015,-101.8951,79174,US,USA
USA,32.4112,-95.2899,75799,US,USA
USA,32.7714,-97.2915,76163,US,USA
USA,32.7423,-97.3315,76190,US,USA
USA,30.3264,-97.7713,78651,US,USA
USA,30.2672,-97.7431,78715,US,USA
USA,30.2672,-97.7431,78799,US,USA
USA,30.7235,-95.5508,77348,US,USA
USA,30.6568,-97.6026,78680,US,USA
USA,41.1108,-112.0261,84016,US,USA
USA,40.6681,-111.9083,84134,US,USA
USA,40.7685,-111.8879,84136,US,USA
USA,37.1041,-113.5841,84791,US,USA
USA,38.1979,-78.9059,24469,US,USA
USA,37.2023,-81.9862,24624,US,USA
USA,37.288,-82.0274,24627,US,USA
USA,38.8318,-77.2888,20196,US,USA
USA,38.8318,-77.2888,22158,US,USA
USA,37.5313,-77.4161,23058,US,USA
USA,39.009,-77.4421,20189,US,USA
USA,33.3939,-103.639,88213,US,USA
USA,32.9903,-106.9697,87654,US,USA
USA,39.4735,-118.7774,89407,US,USA
USA,36.2204,-115.1458,89087,US,USA
USA,36.175,-115.1372,89133,US,USA
USA,36.175,-115.1372,89170,US,USA
USA,39.2591,-119.9566,89452,US,USA
USA,39.5246,-119.8125,89555,US,USA
USA,39.1678,-119.7764,89712,US,USA
USA,42.6526,-73.7562,12245,US,USA
USA,42.6526,-73.7562,12256,US,USA
USA,42.9317,-76.5661,13022,US,USA
USA,41.5462,-73.9596,12511,US,USA
USA,40.6451,-73.945,11245,US,USA
USA,43.286,-77.6843,14653,US,USA
USA,40.7548,-73.6018,11055,US,USA
USA,40.7808,-73.9772,10102,US,USA
USA,40.7808,-73.9772,10150,US,USA
USA,40.7808,-73.9772,10159,US,USA
USA,40.7808,-73.9772,10185,US,USA
USA,43.2672,-75.6882,13401,US,USA
USA,42.7387,-73.6739,12181,US,USA
USA,41.1112,-74.0999,10982,US,USA
USA,41.6548,-74.9827,12727,US,USA
USA,37.494,-87.9328,42460,US,USA
USA,36.9834,-86.394,42128,US,USA
USA,30.2642,-93.3265,70612,US,USA
USA,30.2642,-93.3265,70616,US,USA
USA,30.5159,-91.0804,70884,US,USA
USA,29.9546,-90.0751,70141,US,USA
USA,29.9546,-90.0751,70146,US,USA
USA,32.5093,-92.1193,71207,US,USA
USA,32.4908,-92.1594,71281,US,USA
USA,31.3047,-92.6196,71309,US,USA
USA,31.0066,-92.5526,71448,US,USA
USA,30.3364,-91.8492,70521,US,USA
USA,42.0348,-71.387,02070,US,USA
USA,42.2529,-71.0023,02269,US,USA
USA,42.0185,-70.8475,02350,US,USA
USA,42.3584,-71.0598,02133,US,USA
USA,42.3389,-70.9196,02206,US,USA
USA,42.3823,-71.0323,02298,US,USA
USA,37.323,-122.0527,95015,US,USA
USA,37.3008,-121.9777,95157,US,USA
USA,37.3894,-121.8868,95194,US,USA
USA,39.3479,-104.9947,80163,US,USA
USA,38.8339,-104.8214,80946,US,USA
USA,38.8339,-104.8214,80947,US,USA
USA,39.5505,-107.3248,81602,US,USA
USA,39.8028,-105.0875,80001,US,USA
USA,39.522,-105.2239,80162,US,USA
USA,38.9939,-105.0569,80866,US,USA
USA,41.7918,-72.7188,06131,US,USA
USA,41.7918,-72.7188,06138,US,USA
USA,38.8933,-77.0146,20394,US,USA
USA,38.8933,-77.0146,20408,US,USA
USA,38.907,-77.0058,20417,US,USA
USA,38.8933,-77.0146,20422,US,USA
USA,38.9006,-77.0346,20571,US,USA
USA,38.8933,-77.0146,20575,US,USA
USA,38.9043,-77.0446,20579,US,USA
USA,38.9022,-77.0474,20586,US,USA
USA,38.8933,-77.0146,20597,US,USA
USA,38.8952,-77.0365,56944,US,USA
USA,26.1654,-80.2959,33345,US,USA
USA,27.1861,-81.8099,34267,US,USA
USA,30.5571,-87.2596,32513,US,USA
USA,27.872,-82.4388,33631,US,USA
USA,27.872,-82.4388,33682,US,USA
USA,28.8108,-81.8779,34789,US,USA
USA,27.4272,-82.4387,34281,US,USA
USA,30.6697,-81.4626,32035,US,USA
USA,26.7084,-80.2306,33421,US,USA
USA,26.6171,-80.0723,33466,US,USA
USA,29.7277,-81.9184,32138,US,USA
USA,29.9377,-81.4206,32260,US,USA
USA,28.9664,-81.2371,32706,US,USA
USA,30.176,-84.3752,32326,US,USA
USA,33.0918,-82.2265,30811,US,USA
USA,33.5809,-85.0792,30112,US,USA
USA,31.9714,-81.0716,31420,US,USA
USA,34.2429,-84.4583,30146,US,USA
USA,33.9125,-84.5572,30065,US,USA
USA,34.0177,-84.625,30160,US,USA
USA,33.9792,-84.1263,30026,US,USA
USA,30.828,-83.2522,31603,US,USA
USA,32.491,-84.8741,31997,US,USA
USA,21.349,-157.875,96838,US,USA
USA,21.3022,-157.8443,96847,US,USA
USA,42.1254,-94.7754,51452,US,USA
USA,43.4638,-91.6899,52149,US,USA
USA,48.992,-116.4775,83853,US,USA
USA,42.098,-88.0141,60055,US,USA
USA,41.8756,-87.6378,60686,US,USA
USA,41.9125,-88.1348,60116,US,USA
USA,41.7606,-88.3201,60568,US,USA
USA,40.6931,-89.5898,61601,US,USA
USA,40.7442,-89.7184,61612,US,USA
USA,39.7495,-89.606,62786,US,USA
USA,41.1217,-86.3858,46945,US,USA
USA,39.7795,-86.1328,46242,US,USA
USA,39.7795,-86.1328,46285,US,USA
USA,39.7795,-86.1328,46295,US,USA
USA,37.9971,-87.575,47716,US,USA
USA,37.9971,-87.575,47730,US,USA
USA,37.9971,-87.575,47734,US,USA
USA,39.4336,-87.4101,47808,US,USA
USA,40.9567,-85.7405,46980,US,USA
USA,37.0988,-85.8165,42152,US,USA
USA,38.9624,-84.7478,41022,US,USA
USA,38.0764,-85.6774,40129,US,USA
USA,38.189,-85.6768,40266,US,USA
USA,39.0603,-84.6309,41025,US,USA
USA,37.4234,-84.3022,40492,US,USA
USA,39.5694,-77.2905,21759,US,USA
USA,39.144,-77.2076,20859,US,USA
USA,39.2847,-76.6205,21278,US,USA
USA,39.2847,-76.6205,21279,US,USA
USA,43.6615,-70.2553,04122,US,USA
USA,44.6027,-70.2265,04225,US,USA
USA,44.8842,-70.0967,04954,US,USA
USA,43.0314,-85.5503,49518,US,USA
USA,42.0082,-83.6643,48110,US,USA
USA,42.6601,-83.3863,48321,US,USA
USA,47.0741,-94.5628,56430,US,USA
USA,44.953,-93.5763,55323,US,USA
USA,45.1194,-93.4025,55569,US,USA
USA,45.0883,-93.7344,55572,US,USA
USA,45.0159,-93.4719,55578,US,USA
USA,45.0059,-93.1059,55172,US,USA
USA,38.9517,-92.3341,65216,US,USA
USA,36.7895,-92.4091,65741,US,USA
USA,36.8283,-89.7565,63850,US,USA
USA,37.1726,-92.8543,65636,US,USA
USA,32.3218,-90.1771,39210,US,USA
USA,32.2988,-90.1848,39283,US,USA
USA,33.4838,-88.6409,39753,US,USA
USA,36.0726,-79.792,27427,US,USA
USA,35.2271,-80.8431,28250,US,USA
USA,35.2271,-80.8431,28284,US,USA
USA,35.9219,-82.1107,28765,US,USA
USA,36.1902,-76.4661,27930,US,USA
USA,36.5004,-80.6265,27049,US,USA
USA,35.7977,-78.6253,27621,US,USA
USA,35.8175,-78.5524,27629,US,USA
USA,35.7977,-78.6253,27690,US,USA
USA,40.8206,-96.6928,68588,US,USA
USA,42.9337,-72.2781,03435,US,USA
USA,43.7863,-72.1205,03769,US,USA
USA,39.9259,-75.1196,08101,US,USA
USA,39.0421,-74.8618,08252,US,USA
USA,40.2805,-74.712,08543,US,USA
USA,42.6769,-78.441,14083,US,USA
USA,41.6857,-81.6728,44194,US,USA
USA,41.4995,-81.6954,44199,US,USA
USA,39.969,-83.0114,43234,US,USA
USA,39.969,-83.0114,43287,US,USA
USA,39.1668,-84.5382,45235,US,USA
USA,39.1668,-84.5382,45264,US,USA
USA,39.1668,-84.5382,45273,US,USA
USA,39.9572,-82.6837,43018,US,USA
USA,39.9965,-82.754,43073,US,USA
USA,41.6782,-83.4972,43656,US,USA
USA,41.0242,-80.8573,44416,US,USA
USA,39.7505,-84.2686,45490,US,USA
USA,40.5289,-82.8229,43350,US,USA
USA,35.7642,-95.3069,74402,US,USA
USA,35.4676,-97.5164,73123,US,USA
USA,45.5235,-122.6762,97228,US,USA
USA,45.4871,-122.8037,97077,US,USA
USA,40.0132,-75.499,19353,US,USA
USA,39.7261,-75.7857,19360,US,USA
USA,40.2398,-76.92,17012,US,USA
USA,42.1292,-80.0851,16553,US,USA
USA,42.1827,-80.0649,16565,US,USA
USA,39.7429,-79.8242,15439,US,USA
USA,40.5292,-79.0846,15720,US,USA
USA,41.2722,-75.8801,18710,US,USA
USA,41.3327,-77.0236,17705,US,USA
USA,40.347,-75.377,18971,US,USA
USA,40.0018,-75.1179,19093,US,USA
USA,40.0018,-75.1179,19101,US,USA
USA,40.0018,-75.1179,19181,US,USA
USA,41.8137,-75.448,18449,US,USA
USA,39.8536,-76.708,17342,US,USA
USA,41.8184,-71.4249,02902,US,USA
USA,34.063,-79.6506,29503,US,USA
USA,34.8497,-82.4538,29606,US,USA
USA,34.2974,-80.6089,29021,US,USA
USA,44.0761,-103.3171,57709,US,USA
USA,35.2904,-89.2322,38045,US,USA
USA,36.2133,-83.2752,37816,US,USA
USA,35.2017,-89.9715,38175,US,USA
USA,35.6403,-85.8366,37378,US,USA
USA,31.8354,-95.8389,75880,US,USA
USA,31.8354,-95.8389,75884,US,USA
USA,29.4375,-98.4616,78279,US,USA
USA,29.4238,-95.2441,77512,US,USA
USA,32.7673,-96.7776,75277,US,USA
USA,38.2996,-77.4897,22402,US,USA
USA,37.5242,-77.4932,23286,US,USA
USA,37.5242,-77.4932,23292,US,USA
USA,44.2404,-73.1347,05469,US,USA
USA,44.4421,-73.0825,05402,US,USA
USA,47.6062,-122.3321,98138,US,USA
USA,47.6062,-122.3321,98191,US,USA
USA,47.6024,-122.326,98194,US,USA
USA,47.2529,-122.4443,98413,US,USA
USA,48.2023,-122.2538,98287,US,USA
USA,44.4708,-91.676,54743,US,USA
USA,44.7128,-89.2643,54432,US,USA
USA,44.4163,-88.4649,54912,US,USA
USA,38.4192,-82.4452,25722,US,USA
USA,37.8268,-80.7209,24943,US,USA
USA,49.7939,9.9512,09036,US,USA
USA,49.759,9.5085,09047,US,USA
USA,53.5502,8.5767,09069,US,USA
USA,51.9624,7.6257,09171,US,USA
USA,50.5873,8.6755,09248,US,USA
USA,76.5311,-68.7017,09704,US,USA
USA,43.7632,-65.3235,09731,US,USA
USA,26.2886,50.114,09746,US,USA
USA,26.2886,50.114,09760,US,USA
USA,33.7215,73.0433,09812,US,USA
USA,35.8703,128.5911,96213,US,USA
USA,37.754,127.0255,96258,US,USA
USA,15.15,120.5833,96408,US,USA
USA,64.7361,-156.9372,96510,US,USA
USA,31.6948,-106.3,88586,US,USA
USA,29.6161,-95.5577,77497,US,USA
USA,29.834,-95.4342,77217,US,USA
USA,33.2377,-95.9089,75429,US,USA
USA,29.0464,-97.7514,78111,US,USA
USA,31.7173,-97.1188,76684,US,USA
USA,32.8718,-94.2729,75564,US,USA
USA,31.8693,-102.0317,79704,US,USA
USA,27.777,-97.4632,78426,US,USA
USA,32.7179,-100.9176,79550,US,USA
USA,33.1568,-94.9683,75456,US,USA
USA,34.1554,-99.2663,76385,US,USA
USA,41.7355,-111.8344,84323,US,USA
USA,38.8858,-112.4105,84644,US,USA
USA,40.6681,-111.9083,84170,US,USA
USA,37.345,-77.9449,23105,US,USA
USA,38.8566,-77.0518,22240,US,USA
USA,38.8808,-77.1129,22241,US,USA
USA,38.9645,-77.2331,22067,US,USA
USA,38.8318,-77.2888,22159,US,USA
USA,37.4182,-76.5084,23155,US,USA
USA,37.4004,-76.4529,23178,US,USA
USA,37.1791,-80.3515,24061,US,USA
USA,32.7026,-103.136,88244,US,USA
USA,42.6526,-73.7562,12231,US,USA
USA,42.6526,-73.7562,12242,US,USA
USA,40.6451,-73.945,11252,US,USA
USA,40.7548,-73.6018,11054,US,USA
USA,40.6587,-73.6412,11571,US,USA
USA,40.7143,-74.006,10081,US,USA
USA,43.1851,-78.9837,14107,US,USA
USA,43.1577,-76.447,13137,US,USA
USA,32.5719,-93.8871,71009,US,USA
USA,30.3863,-91.1339,70804,US,USA
USA,29.9841,-90.1529,70060,US,USA
USA,30.2023,-92.0188,70505,US,USA
USA,29.7958,-90.8229,70302,US,USA
USA,29.8652,-90.5962,70371,US,USA
USA,29.9546,-90.0751,70175,US,USA
USA,32.6443,-92.0365,71240,US,USA
USA,32.3632,-91.7693,71218,US,USA
USA,41.6362,-70.9342,02742,US,USA
USA,42.6043,-71.6273,01472,US,USA
USA,42.3389,-70.9196,02217,US,USA
USA,34.2164,-119.0376,93011,US,USA
USA,39.8367,-105.0372,80036,US,USA
USA,39.9239,-104.9614,80614,US,USA
USA,38.8339,-104.8214,80942,US,USA
USA,40.6429,-105.057,80522,US,USA
USA,61.0683,-149.8005,99511,US,USA
USA,30.6749,-87.9153,36577,US,USA
USA,33.7622,-85.8378,36204,US,USA
USA,33.5207,-86.8025,35201,US,USA
USA,33.5446,-86.9292,35255,US,USA
USA,34.734,-86.5229,35807,US,USA
USA,32.2334,-86.2085,36141,US,USA
USA,32.4646,-85.0206,36868,US,USA
USA,33.3066,-87.4532,35478,US,USA
USA,35.4368,-94.3483,72957,US,USA
USA,35.1053,-92.3549,72033,US,USA
USA,34.9901,-91.7368,72066,US,USA
USA,34.7519,-92.3925,72222,US,USA
USA,35.1018,-93.1773,72829,US,USA
USA,33.4484,-112.074,85069,US,USA
USA,33.4484,-112.074,85082,US,USA
USA,33.5092,-111.899,85271,US,USA
USA,32.2008,-110.898,85709,US,USA
USA,37.8078,-122.2717,94617,US,USA
USA,37.8044,-122.2708,94624,US,USA
USA,36.7464,-119.6397,93747,US,USA
USA,40.8685,-124.0856,95518,US,USA
USA,34.0522,-118.2437,90053,US,USA
USA,34.0195,-118.4912,90407,US,USA
USA,34.1397,-118.0353,91066,US,USA
USA,34.1478,-118.1445,91124,US,USA
USA,34.2133,-118.572,91396,US,USA
USA,34.1511,-118.4492,91495,US,USA
USA,34.1722,-118.379,91603,US,USA
USA,34.1649,-118.3965,91617,US,USA
USA,34.0953,-118.127,91896,US,USA
USA,34.0953,-118.127,91899,US,USA
USA,33.6422,-117.8631,92658,US,USA
USA,33.8397,-117.9388,92803,US,USA
USA,33.8768,-117.897,92834,US,USA
USA,33.8911,-117.8222,92885,US,USA
USA,33.9375,-117.2306,92556,US,USA
USA,38.5816,-121.4944,94280,US,USA
USA,34.1358,-117.2239,92369,US,USA
USA,33.1192,-117.0864,92030,US,USA
USA,32.7153,-117.1573,92163,US,USA
USA,37.7749,-122.4194,94139,US,USA
USA,37.7749,-122.4194,94159,US,USA
USA,37.9053,-121.2262,95214,US,USA
USA,37.3861,-122.0839,94035,US,USA
USA,41.0534,-73.5387,06912,US,USA
USA,41.3082,-72.9282,06502,US,USA
USA,41.3082,-72.9282,06505,US,USA
USA,38.8933,-77.0146,20044,US,USA
USA,38.918,-77.0204,20060,US,USA
USA,38.8933,-77.0146,20061,US,USA
USA,38.8933,-77.0146,20219,US,USA
USA,38.8933,-77.0146,20314,US,USA
USA,38.8933,-77.0146,20389,US,USA
USA,38.8992,-77.0089,20404,US,USA
USA,38.9035,-77.0276,20420,US,USA
USA,38.8938,-77.0218,20531,US,USA
USA,38.8933,-77.0146,20538,US,USA
USA,38.8952,-77.0365,56933,US,USA
USA,38.8951,-77.0364,56972,US,USA
USA,39.5645,-75.597,19714,US,USA
USA,28.3067,-80.6862,32899,US,USA
USA,28.3206,-80.6092,32932,US,USA
USA,26.1184,-80.252,33318,US,USA
USA,28.8358,-82.3304,34451,US,USA
USA,30.3563,-87.2773,32559,US,USA
USA,29.8119,-85.303,32457,US,USA
USA,27.5959,-81.5062,33826,US,USA
USA,27.872,-82.4388,33650,US,USA
USA,27.9475,-82.4584,33689,US,USA
USA,27.872,-82.4388,33694,US,USA
