country,latitude,longitude,postcode,countryCodeAlpha2,countryCodeAlpha3
USA,36.285,-76.2553,27907,US,USA
USA,36.3921,-79.7731,27289,US,USA
USA,35.6827,-80.4771,28145,US,USA
USA,34.9979,-78.3233,28329,US,USA
USA,46.8772,-96.7898,58106,US,USA
USA,47.9253,-97.0329,58206,US,USA
USA,40.9168,-74.1718,07510,US,USA
USA,40.9357,-74.1863,07538,US,USA
USA,43.2259,-77.3058,14520,US,USA
USA,40.9126,-73.8371,10551,US,USA
USA,40.8436,-80.9794,44665,US,USA
USA,41.4995,-81.6954,44193,US,USA
USA,39.8614,-82.8916,43195,US,USA
USA,39.969,-83.0114,43226,US,USA
USA,39.969,-83.0114,43260,US,USA
USA,39.969,-83.0114,43271,US,USA
USA,39.969,-83.0114,43291,US,USA
USA,39.1668,-84.5382,45234,US,USA
USA,40.7729,-82.5321,44862,US,USA
USA,40.8957,-81.4246,44767,US,USA
USA,35.412,-99.4043,73648,US,USA
USA,35.5514,-97.4075,73147,US,USA
USA,36.1156,-97.0584,74077,US,USA
USA,45.5235,-122.6762,97242,US,USA
USA,40.4344,-80.0248,15262,US,USA
USA,40.4344,-80.0248,15267,US,USA
USA,40.4344,-80.0248,15278,US,USA
USA,40.3884,-75.9631,19603,US,USA
USA,40.8612,-79.8953,16003,US,USA
USA,40.098,-75.688,19480,US,USA
USA,40.0923,-75.4537,19481,US,USA
USA,42.1292,-80.0851,16541,US,USA
USA,42.1292,-80.0851,16550,US,USA
USA,40.9037,-79.1257,15763,US,USA
USA,39.9885,-76.2387,17537,US,USA
USA,40.0651,-76.3356,17604,US,USA
USA,41.2722,-75.8801,18762,US,USA
USA,40.6656,-75.4262,18002,US,USA
USA,40.0018,-75.1179,19184,US,USA
USA,41.5301,-71.2841,02801,US,USA
USA,34.5034,-82.6501,29622,US,USA
USA,32.2132,-80.7997,29925,US,USA
USA,32.5527,-80.7434,29931,US,USA
USA,33.4037,-79.2264,29442,US,USA
USA,34.2876,-82.2443,29695,US,USA
USA,34.9565,-82.0101,29336,US,USA
USA,43.6746,-96.7913,57109,US,USA
USA,35.7484,-89.0327,38336,US,USA
USA,36.1866,-86.7852,37229,US,USA
USA,36.5042,-82.2645,37621,US,USA
USA,31.7621,-95.6308,75802,US,USA
USA,31.7942,-95.662,75882,US,USA
USA,29.4375,-98.4616,78246,US,USA
USA,29.4375,-98.4616,78289,US,USA
USA,29.4375,-98.4616,78292,US,USA
USA,33.674,-98.23,76352,US,USA
USA,37.0982,-81.3409,24608,US,USA
USA,38.0673,-76.5503,22577,US,USA
USA,36.9234,-82.7964,24215,US,USA
USA,44.0645,-72.1248,05085,US,USA
USA,43.6309,-72.4891,05073,US,USA
USA,47.4235,-120.3103,98807,US,USA
USA,47.7161,-122.3004,98175,US,USA
USA,47.2061,-122.4822,98490,US,USA
USA,47.6536,-117.4317,99251,US,USA
USA,47.6536,-117.4317,99256,US,USA
USA,46.9781,-122.7024,98509,US,USA
USA,43.1924,-89.2629,53596,US,USA
USA,43.0389,-87.9065,53201,US,USA
USA,42.636,-88.416,53176,US,USA
USA,43.1561,-88.3707,53064,US,USA
USA,44.0686,-88.6449,54906,US,USA
USA,38.4192,-82.4452,25717,US,USA
USA,38.3498,-81.6326,25325,US,USA
USA,38.2968,-81.5547,25360,US,USA
USA,38.2354,-80.9357,26675,US,USA
USA,38.4192,-82.4452,25709,US,USA
USA,42.9838,-108.4165,82524,US,USA
USA,49.4077,8.6908,09007,US,USA
USA,49.6328,8.3592,09058,US,USA
USA,50.1155,8.6842,09060,US,USA
USA,47.8638,12.0105,09098,US,USA
USA,48.7035,9.6521,09137,US,USA
USA,49.977,9.1521,09162,US,USA
USA,50.5873,8.6755,09169,US,USA
USA,51.7391,6.291,09261,US,USA
USA,48.7995,9.7981,09281,US,USA
USA,53.281,8.6986,09355,US,USA
USA,52.4167,0.75,09461,US,USA
USA,51.6291,-0.7493,09471,US,USA
USA,19.9064,-75.2069,09596,US,USA
USA,26.2886,50.114,09680,US,USA
USA,38.0413,23.543,09845,US,USA
USA,24.6877,46.7218,09876,US,USA
USA,13.6894,-89.1872,34023,US,USA
USA,36.9622,127.0311,96272,US,USA
USA,58.6883,-156.6614,96513,US,USA
USA,34.2322,132.5666,96517,US,USA
USA,-35.3065,149.1162,96549,US,USA
USA,-89.9976,139.2729,96598,US,USA
USA,32.7673,-96.7776,75378,US,USA
USA,31.7587,-106.4869,79951,US,USA
USA,31.7705,-106.5048,79968,US,USA
USA,31.6948,-106.3,79998,US,USA
USA,31.6948,-106.3,88510,US,USA
USA,31.6948,-106.3,88528,US,USA
USA,31.6948,-106.3,88587,US,USA
USA,29.5952,-97.5911,78658,US,USA
USA,29.834,-95.4342,77280,US,USA
USA,30.0799,-95.4172,77383,US,USA
USA,33.2185,-96.0487,75403,US,USA
USA,33.2427,-96.2916,75458,US,USA
USA,29.9523,-98.7944,78074,US,USA
USA,33.5779,-101.8552,79409,US,USA
USA,31.8693,-102.0317,79712,US,USA
USA,35.2454,-101.999,79116,US,USA
USA,35.4015,-101.8951,79172,US,USA
USA,30.3354,-97.5598,78763,US,USA
USA,40.6768,-111.9568,84184,US,USA
USA,40.6681,-111.9083,84190,US,USA
USA,37.1041,-113.5841,84771,US,USA
USA,41.2443,-112.0079,84201,US,USA
USA,37.9162,-75.6168,23399,US,USA
USA,38.8318,-77.2888,20122,US,USA
USA,32.3052,-106.7863,88006,US,USA
USA,36.0397,-114.9819,89077,US,USA
USA,36.1578,-115.0256,89112,US,USA
USA,36.6605,-115.9945,89023,US,USA
USA,42.6526,-73.7562,12214,US,USA
USA,42.6526,-73.7562,12250,US,USA
USA,42.7684,-78.8871,14233,US,USA
USA,42.7684,-78.8871,14270,US,USA
USA,43.1548,-77.6156,14647,US,USA
USA,40.7548,-73.6018,11052,US,USA
USA,40.7628,-73.9785,10105,US,USA
USA,40.7652,-73.9804,10106,US,USA
USA,40.7664,-73.9827,10107,US,USA
USA,40.7808,-73.9772,10113,US,USA
USA,43.0214,-76.1977,13250,US,USA
USA,41.169,-73.2334,06828,US,USA
USA,41.1105,-73.4162,06858,US,USA
USA,41.3089,-73.3637,06875,US,USA
USA,41.7759,-72.5215,06045,US,USA
USA,41.7637,-72.6851,06126,US,USA
USA,41.7637,-72.6851,06134,US,USA
USA,41.7918,-72.7188,06142,US,USA
USA,41.5582,-73.0515,06701,US,USA
USA,41.3882,-71.9495,06372,US,USA
USA,41.7993,-72.3065,06251,US,USA
USA,38.8933,-77.0146,20067,US,USA
USA,38.8933,-77.0146,20241,US,USA
USA,38.8933,-77.0146,20265,US,USA
USA,38.9,-77.0401,20555,US,USA
USA,39.0724,-75.5711,19980,US,USA
USA,39.6621,-75.5663,19726,US,USA
USA,39.7459,-75.5466,19898,US,USA
USA,28.0671,-80.6503,32906,US,USA
USA,26.2379,-80.1248,33077,US,USA
USA,26.1969,-80.0952,33303,US,USA
USA,26.1219,-80.1436,33336,US,USA
USA,29.7683,-81.9907,32160,US,USA
USA,30.3449,-81.6831,32239,US,USA
USA,30.4213,-87.2169,32523,US,USA
USA,27.872,-82.4388,33680,US,USA
USA,27.6386,-80.3973,32965,US,USA
USA,28.8108,-81.8779,34749,US,USA
USA,27.4272,-82.4387,34282,US,USA
USA,27.0595,-80.1364,33475,US,USA
USA,25.7743,-80.1937,33102,US,USA
USA,30.3935,-86.4958,32540,US,USA
USA,28.5663,-81.2608,32877,US,USA
USA,28.188,-82.7346,34692,US,USA
USA,28.021,-81.9852,33802,US,USA
USA,27.147,-82.4255,34272,US,USA
USA,28.6133,-81.2581,32733,US,USA
USA,28.8272,-81.3329,32747,US,USA
USA,28.7448,-81.2233,32791,US,USA
USA,29.2108,-81.0228,32198,US,USA
USA,32.8067,-83.6913,31296,US,USA
USA,32.7004,-83.6572,31297,US,USA
USA,33.5277,-82.2355,30917,US,USA
USA,33.8913,-84.0746,31146,US,USA
USA,33.8913,-84.0746,39901,US,USA
USA,33.8444,-84.4741,30371,US,USA
USA,33.8444,-84.4741,31193,US,USA
USA,31.15,-81.4915,31521,US,USA
USA,32.3386,-83.6926,31013,US,USA
USA,34.204,-83.4571,30599,US,USA
USA,31.459,-81.3689,31319,US,USA
USA,32.491,-84.8741,31914,US,USA
USA,33.2782,-84.2888,30212,US,USA
USA,42.6626,-92.9112,50649,US,USA
USA,41.8445,-90.1887,52733,US,USA
USA,42.4179,-93.3755,50043,US,USA
USA,43.3564,-92.789,50481,US,USA
USA,43.6195,-116.1952,83724,US,USA
USA,43.4599,-116.244,83725,US,USA
USA,43.4599,-116.244,83732,US,USA
USA,41.8119,-87.6873,60673,US,USA
USA,41.8119,-87.6873,60691,US,USA
USA,41.8397,-88.0887,60599,US,USA
USA,40.967,-87.7161,60956,US,USA
USA,40.7442,-89.7184,61653,US,USA
USA,40.7442,-89.7184,61655,US,USA
USA,39.8017,-89.6437,62765,US,USA
USA,41.0938,-85.0707,46861,US,USA
USA,39.1522,-85.7261,47236,US,USA
USA,40.1621,-85.4428,47307,US,USA
USA,38.3647,-86.8762,47547,US,USA
USA,40.4421,-86.2155,46995,US,USA
USA,39.7673,-86.1606,46207,US,USA
USA,41.3361,-85.5002,46796,US,USA
USA,39.0278,-94.6558,66222,US,USA
USA,37.0216,-100.938,67905,US,USA
USA,38.9645,-95.9172,66420,US,USA
USA,39.0429,-95.7697,66624,US,USA
USA,38.2098,-84.253,40362,US,USA
USA,37.6967,-87.2869,42377,US,USA
USA,38.0283,-84.4715,40581,US,USA
USA,38.4195,-83.8255,41037,US,USA
USA,38.2009,-84.8733,40621,US,USA
USA,37.4748,-84.0427,40488,US,USA
USA,38.189,-85.6768,40256,US,USA
USA,39.5213,-76.8047,21020,US,USA
USA,39.3979,-76.6717,21022,US,USA
USA,39.533,-76.7432,21023,US,USA
USA,39.3634,-76.3711,21027,US,USA
USA,38.9806,-77.1008,20810,US,USA
USA,39.1552,-77.0667,20830,US,USA
USA,43.799,-70.0698,04013,US,USA
USA,44.2588,-69.551,04341,US,USA
USA,43.0349,-83.6887,48550,US,USA
USA,44.8162,-85.5751,49685,US,USA
USA,42.7325,-84.5555,48916,US,USA
USA,43.12,-85.56,49351,US,USA
USA,42.6806,-83.1338,48308,US,USA
USA,42.6601,-83.3863,48347,US,USA
USA,42.7845,-83.2397,48361,US,USA
USA,43.3485,-84.0326,48608,US,USA
USA,42.2535,-83.8366,48107,US,USA
USA,42.2399,-83.1508,48266,US,USA
USA,45.0608,-94.0733,55575,US,USA
USA,38.6703,-91.5592,65036,US,USA
USA,37.2581,-93.3437,65814,US,USA
USA,38.6383,-90.4271,63151,US,USA
USA,37.2995,-90.2693,63632,US,USA
USA,33.7439,-89.3753,38955,US,USA
USA,31.4555,-89.302,39436,US,USA
USA,32.4983,-89.8686,39161,US,USA
USA,36.0214,-79.3574,27359,US,USA
USA,35.0397,-78.8429,28309,US,USA
USA,36.0287,-78.924,27708,US,USA
USA,36.183,-80.3387,27010,US,USA
USA,35.2751,-81.2134,28053,US,USA
USA,36.0726,-79.792,27416,US,USA
USA,36.3921,-79.7731,27323,US,USA
USA,46.8887,-100.6819,58502,US,USA
USA,46.8235,-96.8148,58109,US,USA
USA,46.8772,-96.7898,58121,US,USA
USA,47.1381,-102.333,58644,US,USA
USA,47.9253,-97.0329,58208,US,USA
USA,40.7845,-96.6888,68542,US,USA
USA,41.0114,-74.3048,07543,US,USA
USA,41.1465,-74.7524,07890,US,USA
USA,40.9197,-74.9846,07844,US,USA
USA,40.9312,-73.8987,10702,US,USA
USA,41.6857,-81.6728,44198,US,USA
USA,40.1357,-83.0076,43236,US,USA
USA,39.969,-83.0114,43270,US,USA
USA,41.4015,-82.0771,44036,US,USA
USA,41.1539,-83.9413,45815,US,USA
USA,40.8118,-81.3683,44648,US,USA
USA,41.1339,-81.4846,44222,US,USA
USA,34.1743,-97.1436,73403,US,USA
USA,35.5514,-97.4075,73196,US,USA
USA,45.6437,-121.5367,97044,US,USA
USA,44.9438,-123.0286,97311,US,USA
USA,40.3286,-75.1028,18991,US,USA
USA,40.8133,-75.592,18012,US,USA
USA,40.2675,-76.8837,17123,US,USA
USA,40.2737,-76.8844,17128,US,USA
USA,40.3086,-76.8464,17140,US,USA
USA,39.9432,-75.4694,19039,US,USA
USA,42.1292,-80.0851,16530,US,USA
USA,40.6479,-77.2125,17014,US,USA
USA,40.0018,-75.1179,19196,US,USA
USA,33.4997,-81.8649,29822,US,USA
USA,32.5527,-80.677,29914,US,USA
USA,34.1053,-79.3221,29589,US,USA
USA,33.4959,-80.8246,29116,US,USA
USA,34.006,-80.9708,29292,US,USA
USA,43.6746,-96.7913,57193,US,USA
USA,36.0345,-89.3856,38025,US,USA
USA,35.1556,-89.7762,38088,US,USA
USA,36.3047,-86.6211,37077,US,USA
USA,36.1562,-86.3049,37136,US,USA
USA,29.4241,-98.4936,78288,US,USA
USA,33.4624,-94.0715,75505,US,USA
USA,29.1737,-95.8207,77431,US,USA
USA,30.4322,-96.7561,77852,US,USA
USA,33.1499,-96.8241,75036,US,USA
USA,36.595,-82.1819,24205,US,USA
USA,38.4496,-78.8689,22803,US,USA
USA,36.9312,-76.2397,23519,US,USA
USA,37.5242,-77.4932,23241,US,USA
USA,37.2742,-79.9579,24003,US,USA
USA,37.2742,-79.9579,24033,US,USA
USA,37.2742,-79.9579,24036,US,USA
USA,44.1991,-72.5596,05601,US,USA
USA,47.2529,-122.4443,98415,US,USA
USA,43.0696,-89.4239,53789,US,USA
USA,42.5001,-88.08,53102,US,USA
USA,44.9009,-89.7701,54402,US,USA
USA,45.7229,-89.5573,54543,US,USA
USA,38.3498,-81.6326,25339,US,USA
USA,38.3498,-81.6326,25387,US,USA
USA,42.5402,-107.8724,82310,US,USA
USA,49.6328,8.3592,09056,US,USA
USA,49.5118,7.8666,09136,US,USA
USA,48.7823,9.177,09154,US,USA
USA,49.4891,8.4669,09166,US,USA
USA,49.443,7.7716,09229,US,USA
USA,51.8908,-5.1224,09420,US,USA
USA,51.5486,-0.4805,09449,US,USA
USA,40.85,9.1667,09618,US,USA
USA,41.4136,-2.4132,09643,US,USA
USA,64.0049,-22.5624,09725,US,USA
USA,14.0818,-87.2068,34022,US,USA
USA,-34.9033,-56.1882,34035,US,USA
USA,18.4663,-66.1057,34040,US,USA
USA,17.05,-61.8,34054,US,USA
USA,37.9211,127.0626,96224,US,USA
USA,32.7673,-96.7776,75373,US,USA
USA,32.7673,-96.7776,75389,US,USA
USA,33.2255,-97.1085,76202,US,USA
USA,31.6948,-106.3,88512,US,USA
USA,29.2205,-94.9444,77552,US,USA
USA,29.834,-95.4342,77227,US,USA
USA,32.2733,-101.374,79721,US,USA
USA,33.869,-95.5711,75425,US,USA
USA,33.61,-101.8213,79490,US,USA
USA,27.777,-97.4632,78466,US,USA
USA,32.8085,-98.1128,76068,US,USA
USA,30.4455,-97.6595,78764,US,USA
USA,30.7235,-95.5508,77343,US,USA
USA,27.5655,-99.4768,78042,US,USA
USA,37.2161,-109.1871,84510,US,USA
USA,36.8088,-77.9544,23873,US,USA
USA,38.8318,-77.2888,22037,US,USA
USA,38.7043,-77.2278,22199,US,USA
USA,37.2296,-80.4139,24062,US,USA
USA,32.1554,-106.735,88058,US,USA
USA,36.3302,-115.3257,89165,US,USA
USA,36.175,-115.1372,89195,US,USA
USA,42.6526,-73.7562,12237,US,USA
USA,42.1227,-78.2213,14786,US,USA
USA,42.1738,-75.8728,13745,US,USA
USA,44.1395,-76.0616,13632,US,USA
USA,40.7808,-73.9772,10164,US,USA
USA,40.7143,-74.006,10213,US,USA
USA,40.7143,-74.006,10249,US,USA
USA,32.6276,-93.609,71172,US,USA
USA,30.5159,-91.0804,70704,US,USA
USA,31.1397,-92.3984,71315,US,USA
USA,30.4255,-89.8813,70459,US,USA
USA,41.9487,-71.2259,02712,US,USA
USA,41.9834,-71.3328,02761,US,USA
USA,41.7562,-71.0671,02768,US,USA
USA,42.0818,-70.6439,02020,US,USA
USA,42.3584,-71.0598,02241,US,USA
USA,37.3378,-121.8908,95115,US,USA
USA,37.3179,-121.9349,95159,US,USA
USA,37.3894,-121.8868,95190,US,USA
USA,36.979,-121.898,95001,US,USA
USA,36.9792,-122.0088,95063,US,USA
USA,37.0511,-122.0136,95067,US,USA
USA,34.1842,-118.9107,91319,US,USA
USA,39.7388,-104.4083,80047,US,USA
USA,40.0878,-105.3735,80307,US,USA
USA,39.7273,-104.9875,80273,US,USA
USA,39.0179,-108.4814,81502,US,USA
USA,38.5095,-76.9817,20604,US,USA
USA,39.144,-77.2076,20827,US,USA
USA,38.814,-76.9455,20757,US,USA
USA,38.8158,-76.75,20792,US,USA
USA,39.0346,-76.0921,21656,US,USA
USA,39.6473,-77.5842,21720,US,USA
USA,38.3365,-75.0849,21843,US,USA
USA,39.2847,-76.6205,21235,US,USA
USA,44.197,-70.2395,04212,US,USA
USA,44.0239,-70.2857,04223,US,USA
USA,44.0627,-70.327,04230,US,USA
USA,43.8208,-70.1208,04078,US,USA
USA,44.3157,-69.818,04336,US,USA
USA,42.9659,-83.7808,48501,US,USA
USA,44.9559,-85.49,49673,US,USA
USA,44.8162,-85.5751,49696,US,USA
USA,42.0548,-84.5039,49257,US,USA
USA,42.7325,-84.5555,48924,US,USA
USA,42.5973,-82.878,48046,US,USA
USA,45.6922,-87.3513,49845,US,USA
USA,42.6601,-83.3863,48325,US,USA
USA,42.4645,-83.3763,48333,US,USA
USA,42.2399,-83.1508,48136,US,USA
USA,42.2399,-83.1508,48222,US,USA
USA,42.2399,-83.1508,48244,US,USA
USA,44.8055,-93.7665,55594,US,USA
USA,44.98,-93.2638,55486,US,USA
USA,47.2372,-93.5302,55730,US,USA
USA,30.2391,-89.4595,39558,US,USA
USA,30.4158,-89.0684,39535,US,USA
USA,30.3658,-88.5561,39569,US,USA
USA,34.3582,-89.4839,38675,US,USA
USA,32.2746,-90.132,39288,US,USA
USA,45.628,-110.9013,59717,US,USA
USA,46.8721,-113.994,59806,US,USA
USA,35.6482,-79.4149,27213,US,USA
USA,35.2924,-81.5356,28151,US,USA
USA,35.1109,-77.0634,28564,US,USA
USA,35.8829,-80.276,27361,US,USA
USA,36.0275,-80.2073,27155,US,USA
USA,35.6555,-78.4611,27528,US,USA
USA,35.4168,-78.9334,27552,US,USA
USA,35.2768,-80.7165,28126,US,USA
USA,35.26,-80.8042,28255,US,USA
USA,35.26,-80.8042,28290,US,USA
USA,34.6921,-77.3912,28545,US,USA
USA,35.7977,-78.6253,27611,US,USA
USA,35.7977,-78.6253,27636,US,USA
USA,46.8772,-96.7898,58124,US,USA
USA,41.2586,-95.9378,68139,US,USA
USA,41.2586,-95.9378,68145,US,USA
USA,41.2586,-95.9378,68183,US,USA
USA,40.7845,-96.6888,68509,US,USA
USA,43.2956,-71.9967,03272,US,USA
USA,39.7154,-74.9007,08018,US,USA
USA,40.8673,-74.5783,07802,US,USA
USA,40.8673,-74.5783,07962,US,USA
USA,39.4998,-75.082,08347,US,USA
USA,40.7394,-74.9448,07831,US,USA
USA,35.0443,-106.6729,87125,US,USA
USA,32.2398,-107.7404,88031,US,USA
USA,35.5281,-108.7426,87302,US,USA
USA,35.687,-105.9378,87502,US,USA
USA,34.7426,-106.7328,87060,US,USA
USA,36.175,-115.1372,89157,US,USA
USA,40.8324,-115.7631,89802,US,USA
USA,39.5296,-119.8138,89557,US,USA
USA,42.6149,-73.9708,12055,US,USA
USA,42.6526,-73.7562,12240,US,USA
USA,43.0203,-78.8803,14151,US,USA
USA,43.0416,-78.0573,14557,US,USA
USA,42.8215,-77.6386,14488,US,USA
USA,43.2578,-77.7351,14515,US,USA
USA,40.7808,-73.9772,10114,US,USA
USA,40.7518,-73.9922,10122,US,USA
USA,40.7808,-73.9772,10125,US,USA
USA,40.7808,-73.9772,10156,US,USA
USA,40.7143,-74.006,10273,US,USA
USA,40.7143,-74.006,10285,US,USA
USA,40.6514,-73.8708,11499,US,USA
USA,30.5201,-91.1949,70813,US,USA
USA,30.5159,-91.0804,70833,US,USA
USA,30.4492,-91.1547,70891,US,USA
USA,30.0035,-91.8187,70562,US,USA
USA,30.1565,-92,70509,US,USA
USA,29.9546,-90.0751,70142,US,USA
USA,29.9546,-90.0751,70156,US,USA
USA,29.9546,-90.0751,70176,US,USA
USA,30.4755,-90.1004,70434,US,USA
USA,29.9747,-92.1343,70511,US,USA
USA,42.4464,-71.4594,01705,US,USA
USA,38.2324,-122.6367,94975,US,USA
USA,34.1706,-118.8376,91358,US,USA
USA,34.2783,-119.2932,93007,US,USA
USA,34.448,-119.2429,93024,US,USA
USA,39.7388,-104.4083,80046,US,USA
USA,39.7392,-104.9847,80299,US,USA
USA,38.4776,-105.4766,81215,US,USA
USA,34.2112,-117.0796,92317,US,USA
USA,32.6578,-117.03,91908,US,USA
USA,34.0143,-86.0066,35902,US,USA
USA,33.5206,-86.8025,35270,US,USA
USA,33.5207,-86.8025,35287,US,USA
USA,32.2334,-86.2085,36119,US,USA
USA,33.3066,-87.4532,35482,US,USA
USA,36.4311,-93.6994,72613,US,USA
USA,35.6414,-91.3072,72075,US,USA
USA,35.5365,-90.1268,72313,US,USA
USA,35.0081,-90.7898,72336,US,USA
USA,36.1867,-94.1288,72766,US,USA
USA,33.4484,-112.074,85011,US,USA
USA,33.4484,-112.074,85036,US,USA
USA,33.4125,-111.8319,85216,US,USA
USA,33.9686,-112.7296,85358,US,USA
USA,33.6306,-112.3332,85378,US,USA
USA,34.2981,-110.0352,85902,US,USA
USA,36.7464,-119.6397,93708,US,USA
USA,36.7464,-119.6397,93790,US,USA
USA,36.7464,-119.6397,93791,US,USA
USA,34.0522,-118.2437,90050,US,USA
USA,34.0522,-118.2437,90082,US,USA
USA,33.7866,-118.2987,90309,US,USA
USA,34.1478,-118.1445,91129,US,USA
USA,34.1808,-118.309,91521,US,USA
USA,34.02,-117.9495,91749,US,USA
USA,34.0961,-118.1058,91778,US,USA
USA,36.6777,-121.6555,93902,US,USA
USA,36.6777,-121.6555,93912,US,USA
USA,33.8755,-117.9038,92836,US,USA
USA,33.5987,-114.6525,92226,US,USA
USA,33.7839,-116.9586,92581,US,USA
USA,38.5816,-121.4944,94268,US,USA
USA,38.5816,-121.4944,94269,US,USA
USA,38.7065,-121.1694,95671,US,USA
USA,38.6026,-121.4475,95851,US,USA
USA,32.8384,-116.9739,92072,US,USA
USA,32.7153,-117.1573,92171,US,USA
USA,32.7153,-117.1573,92176,US,USA
USA,37.3688,-122.0363,94088,US,USA
USA,40.4824,-104.7054,80646,US,USA
USA,41.3082,-72.9282,06534,US,USA
USA,41.9843,-71.981,06244,US,USA
USA,38.8933,-77.0146,20217,US,USA
USA,38.8933,-77.0146,20310,US,USA
USA,38.8951,-77.0364,20374,US,USA
USA,38.8937,-77.0236,20576,US,USA
USA,38.8933,-77.0146,20578,US,USA
USA,29.6813,-82.3539,32635,US,USA
USA,27.9246,-80.5235,32941,US,USA
USA,26.0031,-80.2239,33082,US,USA
USA,26.129,-80.2601,33337,US,USA
USA,26.1223,-80.1434,33339,US,USA
USA,30.1897,-82.6393,32056,US,USA
USA,30.3449,-81.6831,32229,US,USA
USA,30.5818,-87.2929,32560,US,USA
USA,28.6219,-81.7034,34729,US,USA
USA,30.4793,-84.3462,32313,US,USA
USA,29.4602,-82.8553,32644,US,USA
USA,25.5584,-80.4582,33090,US,USA
USA,25.7743,-80.1937,33116,US,USA
USA,25.7743,-80.1937,33191,US,USA
USA,25.7743,-80.1937,33197,US,USA
USA,25.7743,-80.1937,33265,US,USA
USA,28.5383,-81.3792,32802,US,USA
USA,28.5484,-81.4201,32856,US,USA
USA,28.4429,-81.4026,32859,US,USA
USA,28.2489,-81.2812,34770,US,USA
USA,28.3644,-82.6934,34674,US,USA
USA,27.8918,-82.7248,33742,US,USA
USA,28.0781,-82.7637,34682,US,USA
USA,30.2397,-81.3856,32004,US,USA
USA,28.6611,-81.3656,32715,US,USA
USA,29.1383,-80.9956,32123,US,USA
USA,33.9443,-83.3891,30612,US,USA
USA,33.9125,-84.5572,30069,US,USA
USA,33.749,-84.388,30321,US,USA
USA,33.8444,-84.4741,30364,US,USA
USA,33.8444,-84.4741,31150,US,USA
USA,33.8444,-84.4741,31195,US,USA
USA,32.9895,-83.8761,31086,US,USA
USA,42.3433,-92.6738,50657,US,USA
USA,41.6727,-93.5722,50380,US,USA
USA,41.2619,-95.8608,51502,US,USA
USA,43.4599,-116.244,83729,US,USA
USA,43.2226,-112.4423,83256,US,USA
USA,37.1528,-89.3256,62993,US,USA
USA,42.0497,-87.6794,60209,US,USA
USA,41.8119,-87.6873,60680,US,USA
USA,41.8397,-88.0887,60132,US,USA
USA,40.9478,-90.3712,61402,US,USA
USA,39.8589,-90.2007,62660,US,USA
USA,40.8767,-89.5091,61652,US,USA
USA,39.7989,-89.6534,62706,US,USA
USA,40.0725,-86.0523,46082,US,USA
USA,39.7791,-87.2218,47830,US,USA
USA,40.3887,-86.8949,47902,US,USA
USA,38.8999,-94.832,66225,US,USA
USA,39.0966,-94.7495,66110,US,USA
USA,38.3703,-82.6948,41105,US,USA
USA,38.3703,-82.6948,41114,US,USA
USA,38.5817,-84.1566,41061,US,USA
USA,37.8023,-86.4148,40153,US,USA
USA,38.0283,-84.4715,40533,US,USA
USA,38.0283,-84.4715,40544,US,USA
USA,38.0283,-84.4715,40574,US,USA
USA,38.189,-85.6768,40224,US,USA
USA,38.189,-85.6768,40253,US,USA
USA,39.3778,-82.271,45717,US,USA
USA,39.441,-84.5757,45018,US,USA
USA,41.6857,-81.6728,44181,US,USA
USA,39.969,-83.0114,43086,US,USA
USA,39.1668,-84.5382,45268,US,USA
USA,41.4199,-84.0137,43510,US,USA
USA,39.9403,-82.0132,43702,US,USA
USA,39.8713,-82.0987,43791,US,USA
USA,41.0242,-83.1098,44845,US,USA
USA,39.4195,-81.8157,45713,US,USA
USA,33.8815,-96.1628,74721,US,USA
USA,36.0196,-96.0937,74067,US,USA
USA,35.5185,-97.4275,73140,US,USA
USA,36.9795,-94.8557,74335,US,USA
USA,36.3436,-95.606,74018,US,USA
USA,34.5189,-97.9733,73534,US,USA
USA,36.1398,-96.0297,74141,US,USA
USA,45.583,-122.1011,97010,US,USA
USA,45.5235,-122.6762,97294,US,USA
USA,40.4495,-80.1795,15275,US,USA
USA,40.3286,-75.1028,18933,US,USA
USA,40.5154,-75.161,18953,US,USA
USA,40.4843,-75.3938,18981,US,USA
USA,39.961,-75.608,19381,US,USA
USA,40.0971,-75.4696,19496,US,USA
USA,41.0831,-78.2833,16850,US,USA
USA,39.934,-75.406,19091,US,USA
USA,39.9808,-79.8504,15415,US,USA
USA,40.9897,-80.3084,16108,US,USA
USA,40.2119,-75.3559,19404,US,USA
USA,40.0793,-75.3016,19429,US,USA
USA,40.6884,-75.2207,18044,US,USA
USA,40.2601,-79.9927,15336,US,USA
USA,39.8007,-76.983,17333,US,USA
USA,39.805,-76.9736,17334,US,USA
USA,41.5289,-71.5299,02877,US,USA
USA,34.4381,-82.8354,29623,US,USA
USA,32.8546,-79.9748,29419,US,USA
USA,34.9963,-81.6524,29342,US,USA
USA,35.1727,-84.8619,37320,US,USA
USA,35.967,-83.1877,37822,US,USA
USA,36.1469,-87.353,37056,US,USA
USA,35.8596,-86.421,37089,US,USA
USA,35.1274,-89.9845,38113,US,USA
USA,29.4375,-98.4616,78296,US,USA
USA,31.2956,-97.5822,76526,US,USA
USA,32.7673,-96.7776,75222,US,USA
USA,32.7673,-96.7776,75285,US,USA
USA,32.7673,-96.7776,75320,US,USA
USA,37.1959,-76.5248,23609,US,USA
USA,36.9312,-76.2397,23541,US,USA
USA,37.5538,-77.4603,23260,US,USA
USA,37.5538,-77.4603,23269,US,USA
